sn,condition,idcode,gender,age,class,height,weight,father_origin,religion,sibling-f,sibling-m,father-job,mother-job,mother_edu,father_edu,healtha,healthb,healthc,healthd,healthe,sussex1a,sussex1b,sussex1c,sussex1d,sussex1e,sussex2a,sussex2b,sussex2c,sussex2d,sussex2e,sussex3a,sussex3b,sussex3c,sussex3d,sussex3e,sussex4a,sussex4b,sussex4c,sussex4d,sussex4e,sussex5a,sussex5b,sussex5c,sussex5d,sussex5e,sussex6a,sussex6b,sussex6c,sussex6d,sussex6e,sussex7a,sussex7b,sussex7c,sussex7d,sussex7e,sussex8a,sussex8b,sussex8c,sussex8d,sussex8e,sussex9a,sussex9b,sussex9c,sussex9d,sussex9e,sussex10a,sussex10b,sussex10c,sussex10d,sussex10e,attnchk1,sussex11a,sussex11b,sussex11c,sussex11d,sussex11e,sussex12a,sussex12b,sussex12c,sussex12d,sussex12e,sussex13a,sussex13b,sussex13c,sussex13d,sussex13e,sussex14a,sussex14b,sussex14c,sussex14d,sussex14e,sussex15a,sussex15b,sussex15c,sussex15d,sussex15e,sussex16a,sussex16b,sussex16c,sussex16d,sussex16e,sussex17a,sussex17b,sussex17c,sussex17d,sussex17e,sussex18a,sussex18b,sussex18c,sussex18d,sussex18e,sussex19a,sussex19b,sussex19c,sussex19d,sussex19e,sussex20a,sussex20b,sussex20c,sussex20d,sussex20e,attnchk2,ames1a,ames1b,ames1c,ames1d,ames1e,ames2a,ames2b,ames2c,ames2d,ames2e,ames3a,ames3b,ames3c,ames3d,ames3e,ames4a,ames4b,ames4c,ames4d,ames4e,attnchk3,ames5a,ames5b,ames5c,ames5d,ames5e,ames6a,ames6b,ames6c,ames6d,ames6e,ames7a,ames7b,ames7c,ames7d,ames7e,ames8a,ames8b,ames8c,ames8d,ames8e,symp1a,symp1b,symp1c,symp1d,symp1e,symp2a,symp2b,symp2c,symp2d,symp2e,symp3a,symp3b,symp3c,symp3d,symp3e,iri1a,iri1b,iri1c,iri1d,iri1e,iri2a,iri2b,iri2c,iri2d,iri2e,iri3a,iri3b,iri3c,iri3d,iri3e,iri4a,iri4b,iri4c,iri4d,iri4e,iri5a,iri5b,iri5c,iri5d,iri5e,sds1a,sds1b,sds2a,sds2b,sds3a,sds3b,sds4a,sds4b,sds5a,sds5b,sds6a,sds6b,iosa,iosb,iosc,iosd,iose,swiss1,swiss2,swiss3,swiss4,swiss5,swiss6,swiss7,swiss8,sps1,sps2,sps3,sps4,sps5,sps6,emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,school
345,5,Gp018,0,15,1,155,40,25,1,1,1,A police man,Sells water,7,7,100,100,70,50,100,0,100,50,50,100,0,70,50,60,100,0,100,50,100,100,50,50,50,50,90,0,100,50,100,100,100,100,90,60,100,0,60,50,50,100,100,60,50,100,100,0,90,50,50,100,100,100,50,60,100,70,100,100,50,50,100,50,70,50,100,100,100,100,50,50,100,100,50,50,60,100,50,80,50,70,100,100,80,50,50,100,0,100,60,50,100,0,100,60,60,100,0,100,50,50,100,0,100,100,50,100,30,0,70,50,50,100,20,50,40,50,100,0,50,50,60,100,0,70,50,50,100,50,0,50,50,40,100,0,50,0,0,90,100,50,40,50,100,0,70,40,100,100,0,100,30,40,100,0,100,40,50,100,50,60,50,100,100,100,100,30,50,100,0,100,40,60,100,0,100,50,30,100,100,80,30,50,100,100,100,40,50,100,1,1,1,1,1,1,1,0,1,1,1,0,6,2,1,2,5,70,60,100,100,100,100,50,50,100,70,90,40,50,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
346,5,Gp021,1,14,1,156,78,31,1,NA,2,Business man,Business woman,7,7,100,100,NA,100,100,100,0,NA,0,40,0,50,NA,0,40,0,50,NA,50,50,100,70,NA,70,100,100,100,NA,100,100,100,100,NA,70,90,100,100,NA,100,100,100,100,NA,100,90,100,100,NA,100,100,100,100,NA,100,100,70,100,100,NA,90,100,0,50,NA,60,80,100,100,NA,100,100,100,100,NA,100,80,100,100,NA,0,50,100,70,NA,100,50,100,100,NA,50,100,100,100,NA,100,100,100,100,NA,60,100,100,80,NA,100,100,30,100,0,NA,50,20,100,80,NA,50,50,100,100,NA,100,10,90,100,NA,50,30,50,70,50,NA,30,20,60,60,NA,60,50,100,100,NA,50,100,100,60,NA,70,10,100,60,NA,100,10,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,40,100,100,90,NA,70,100,100,100,NA,100,100,100,70,NA,70,100,1,1,0,0,1,1,1,1,0,0,0,0,0,0,NA,1,3,100,100,100,100,100,100,100,100,100,60,60,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
347,5,Gp027,1,14,1,158,50,25,0,1,1,NA,Health assistance,7,7,100,50,50,NA,30,30,30,40,NA,30,30,30,40,NA,40,30,40,40,NA,40,60,30,40,NA,30,30,40,40,NA,40,40,30,40,NA,50,50,50,40,NA,50,30,50,40,NA,50,40,40,40,NA,40,40,50,50,NA,50,70,30,30,40,NA,30,20,40,30,NA,40,20,40,40,NA,40,50,40,50,NA,30,30,50,40,NA,30,30,30,40,NA,30,30,40,40,NA,40,50,40,40,NA,30,40,40,30,NA,50,30,40,30,NA,40,30,40,30,30,NA,40,40,40,30,NA,40,40,30,40,NA,40,30,30,30,NA,40,50,20,40,30,NA,40,20,20,20,NA,40,20,30,40,NA,40,20,30,40,NA,40,40,20,40,NA,30,60,60,50,NA,60,40,30,50,NA,50,40,50,40,NA,40,20,30,40,NA,40,20,20,20,NA,40,40,30,40,NA,40,30,30,30,NA,40,1,1,1,1,1,1,1,0,1,1,0,0,0,6,6,NA,4,50,40,40,50,40,40,40,50,50,40,40,50,50,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
348,5,Gp031,1,13,1,161,55,28,0,1,1,Business center,Trader,7,7,60,100,80,50,100,0,50,70,60,100,40,20,90,40,100,30,20,60,40,100,100,100,100,100,100,80,100,60,70,80,100,100,100,100,100,100,100,80,60,100,80,100,100,100,100,80,60,60,40,60,100,100,100,100,100,0,80,100,70,100,100,30,50,70,30,80,40,70,80,30,40,60,70,60,100,100,40,60,80,50,100,60,30,50,40,40,60,100,40,50,70,40,90,50,40,50,80,100,60,60,70,50,100,50,50,70,30,0,40,40,100,100,70,60,60,100,100,80,100,90,100,100,50,50,70,90,100,50,0,100,30,30,50,100,100,40,100,70,100,60,50,90,50,100,100,50,100,100,100,100,100,100,100,100,100,60,100,100,100,100,80,100,100,100,100,100,100,100,70,100,50,50,100,60,100,60,80,50,60,100,90,100,100,80,100,50,100,100,1,1,1,1,1,0,1,1,0,0,1,1,6,6,6,6,6,100,100,100,90,100,100,50,90,100,70,70,100,80,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
349,5,Gp033,1,15,1,160,45,25,1,1,NA,Trader,trader,7,7,100,100,70,60,60,30,70,70,50,80,40,70,30,30,50,20,50,50,50,50,20,60,60,50,60,50,50,60,40,80,50,50,50,40,40,80,70,60,60,70,50,80,50,50,50,60,60,60,40,70,70,50,30,40,60,70,50,70,30,40,60,20,50,40,50,60,40,60,50,50,60,40,50,60,60,70,40,60,40,50,70,30,30,60,50,70,70,80,70,50,70,70,70,40,50,50,50,50,60,60,40,30,60,70,40,80,30,20,40,30,40,40,30,60,50,60,60,40,50,40,50,40,30,50,40,50,50,50,30,40,0,20,10,20,50,0,50,60,30,60,40,50,70,40,40,60,50,60,40,50,20,40,40,40,50,60,40,70,40,60,60,50,50,50,60,60,40,60,30,50,60,50,70,40,40,50,50,50,30,50,80,50,70,20,50,50,50,60,1,1,0,0,1,1,1,0,0,1,0,0,6,6,6,6,6,100,40,40,50,40,50,40,60,30,40,50,30,30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
350,5,Gp040,1,15,1,160,50,19,0,1,0,Military man,business woman,7,7,100,100,100,NA,100,70,70,100,NA,60,50,80,100,NA,100,60,80,100,NA,70,50,100,100,NA,90,100,80,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,80,100,NA,100,100,100,100,NA,100,70,100,100,100,NA,100,50,80,100,NA,70,100,100,100,NA,100,100,100,100,NA,90,50,90,80,NA,80,80,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,30,80,90,100,NA,70,80,80,100,NA,50,100,100,100,NA,100,80,100,100,NA,90,50,80,100,100,NA,70,80,80,100,NA,90,100,100,100,NA,100,100,90,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,70,80,100,NA,90,70,100,100,NA,80,50,70,100,NA,100,90,80,100,NA,100,1,1,0,0,1,1,0,0,0,1,0,0,4,4,4,NA,3,100,100,80,70,80,80,90,90,90,90,90,100,70,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
351,5,Gp046,1,14,1,150,45,31,1,5,4,Business man,Trader,2,3,100,90,100,100,NA,100,70,90,100,NA,50,100,50,100,NA,60,80,60,100,NA,90,80,90,100,NA,80,90,100,70,NA,90,70,100,100,NA,70,80,100,90,NA,50,90,100,100,NA,100,100,100,100,NA,90,90,90,100,NA,70,100,90,100,100,NA,90,30,80,100,NA,90,100,100,90,NA,90,70,100,100,NA,80,100,50,100,NA,100,100,80,100,NA,100,70,90,100,NA,50,70,100,100,NA,100,80,90,100,NA,100,80,90,100,NA,100,100,80,100,100,NA,80,90,80,90,NA,80,100,100,80,NA,30,90,80,100,NA,80,100,90,100,100,NA,100,100,80,90,NA,100,80,90,90,NA,30,80,90,90,NA,70,70,100,90,NA,80,60,80,100,NA,70,100,100,100,NA,100,100,90,90,NA,90,80,90,100,NA,90,80,90,90,NA,90,90,80,100,NA,100,70,90,100,NA,1,1,0,0,1,1,0,0,0,0,0,0,6,6,5,5,NA,80,90,80,80,80,80,90,70,60,80,80,70,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
352,5,Gp054,0,14,1,174,57,10,0,2,NA,Business man,Trader,7,7,100,100,100,100,80,100,100,100,80,80,100,100,100,90,90,100,100,100,100,80,90,100,80,90,80,100,100,100,90,80,100,100,100,90,90,100,100,80,100,70,100,80,80,80,90,100,100,100,90,50,100,100,90,90,60,70,100,100,100,90,90,90,100,90,90,80,90,90,80,90,80,100,100,100,100,80,90,100,100,90,80,100,90,80,90,80,100,90,100,70,80,100,100,100,90,80,90,90,80,90,90,100,90,90,90,90,30,100,100,90,90,90,100,90,80,90,90,100,100,80,90,90,100,100,90,90,90,50,90,50,90,90,90,50,50,90,80,90,90,50,80,90,90,100,50,100,90,90,80,100,80,80,90,100,100,90,80,90,90,100,80,90,90,100,100,90,90,90,80,90,90,90,90,80,90,10,90,90,80,100,100,90,90,90,100,90,90,90,1,1,0,0,1,1,0,0,0,0,0,0,6,6,1,6,5,90,90,90,90,90,100,90,100,90,80,100,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
353,5,Gp056,0,15,1,161,49,24,0,1,1,Trader,Trader,1,1,100,100,80,100,80,70,80,80,80,70,60,70,60,70,60,70,60,60,80,80,70,70,80,80,80,80,70,60,60,70,60,60,70,70,60,70,50,60,80,80,60,60,70,70,70,70,50,80,70,60,60,80,60,80,70,70,60,70,70,60,60,70,60,80,90,60,70,70,70,80,90,70,70,80,80,70,70,60,60,80,80,70,50,70,90,70,70,50,70,70,80,70,70,60,90,70,60,60,70,70,80,60,60,100,60,70,50,50,70,90,70,70,50,70,90,80,80,60,80,70,80,80,50,70,60,80,70,60,70,90,80,80,70,50,60,90,80,80,60,70,80,70,70,60,100,90,70,70,70,50,80,80,80,50,80,80,80,70,70,80,90,90,80,70,70,80,80,70,60,70,70,80,80,60,70,80,80,70,50,80,90,80,80,50,60,90,80,70,1,1,0,0,1,1,0,0,0,0,1,0,2,6,6,6,6,80,80,80,60,50,50,60,40,80,90,60,80,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
354,5,Gp070,1,15,2,164,50,24,1,1,1,Trader,Trader,3,7,100,100,100,100,NA,50,30,50,40,NA,100,40,50,60,NA,70,30,50,60,NA,100,100,100,30,NA,100,100,100,60,NA,100,100,100,70,NA,100,90,100,80,NA,100,100,100,50,NA,100,100,90,60,NA,100,100,100,40,NA,70,100,100,100,70,NA,40,100,30,50,NA,90,60,100,60,NA,80,100,100,70,NA,100,100,100,100,NA,70,100,100,70,NA,100,70,100,100,NA,80,20,100,100,NA,90,100,100,50,NA,40,40,80,100,NA,30,10,100,100,50,NA,100,100,100,60,NA,60,100,100,50,NA,90,100,100,50,NA,50,20,20,10,30,NA,10,30,20,30,NA,80,70,100,60,NA,10,70,50,60,NA,100,100,100,50,NA,100,100,100,70,NA,100,100,100,40,NA,100,100,100,60,NA,100,100,100,50,NA,80,90,40,60,NA,90,100,100,50,NA,100,100,100,40,NA,1,1,0,0,1,1,0,0,0,0,0,0,1,1,3,2,NA,100,90,100,90,90,90,100,90,90,90,100,100,100,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
355,5,Gp081,1,16,1,164,50,25,1,1,1,Trader,Business man,7,1,40,100,100,NA,NA,40,100,20,NA,NA,100,100,100,NA,NA,10,100,10,NA,NA,100,100,90,NA,NA,60,100,80,NA,NA,40,100,10,NA,NA,60,100,10,NA,NA,100,100,100,NA,NA,50,100,90,NA,NA,100,100,90,NA,NA,70,100,100,100,NA,NA,80,100,40,NA,NA,60,100,10,NA,NA,70,100,70,NA,NA,100,100,100,NA,NA,20,100,80,NA,NA,100,100,90,NA,NA,80,100,70,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,30,100,100,10,NA,NA,100,100,100,NA,NA,20,100,20,NA,NA,100,90,60,NA,NA,50,0,10,10,NA,NA,60,10,40,NA,NA,100,100,20,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,100,100,80,NA,NA,100,100,100,NA,NA,100,100,10,NA,NA,100,100,100,NA,NA,100,100,10,NA,NA,100,100,10,NA,NA,1,1,1,1,1,1,1,0,1,1,0,0,2,2,1,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
356,5,Gp100,0,15,1,71,50,31,1,1,4,Business man,Trader,3,2,100,100,50,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,90,100,70,100,50,100,100,100,100,100,90,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,100,100,100,100,100,100,50,100,100,80,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,30,100,100,100,90,100,100,100,100,100,100,30,100,100,100,100,50,100,0,100,100,100,100,100,0,100,100,100,0,50,100,100,50,50,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,0,0,1,1,1,0,0,0,0,0,6,6,6,1,1,50,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
357,5,Gp106,1,15,1,175,75,30,0,3,NA,Nigerian army,trader,7,7,100,100,100,NA,100,50,80,10,NA,100,0,100,20,NA,80,50,50,20,NA,80,0,20,100,NA,100,50,50,50,NA,80,100,100,100,NA,80,100,100,100,NA,50,50,60,50,NA,100,100,100,100,NA,70,100,100,100,NA,50,70,100,100,70,NA,100,50,40,100,NA,90,50,80,100,NA,60,100,100,100,NA,100,100,100,50,NA,70,100,20,100,NA,100,100,100,100,NA,50,100,90,100,NA,100,50,100,100,NA,100,100,100,100,NA,80,30,50,70,100,NA,80,40,50,20,NA,70,100,40,100,NA,50,100,90,100,NA,60,50,20,50,60,NA,70,0,100,20,NA,50,50,80,100,NA,60,100,90,20,NA,50,100,100,100,NA,60,100,100,100,NA,80,100,60,100,NA,40,100,70,50,NA,30,100,60,50,NA,80,100,100,100,NA,100,100,100,100,NA,40,100,40,20,NA,50,1,1,1,1,0,1,0,0,0,0,0,0,3,5,5,NA,4,100,100,40,50,80,70,60,40,70,60,100,70,70,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
358,5,Gp113,1,15,2,161,39,25,1,1,NA,Trader,Trader,7,7,60,50,30,40,NA,50,50,30,50,NA,50,50,40,60,NA,30,60,50,40,NA,50,40,30,20,NA,50,40,50,30,NA,50,30,50,60,NA,40,50,70,50,NA,50,40,60,30,NA,60,50,80,60,NA,80,60,50,100,NA,100,60,50,50,50,NA,60,40,50,50,NA,50,50,60,50,NA,60,30,40,40,NA,40,30,40,40,NA,60,30,50,60,NA,70,30,60,40,NA,60,50,40,50,NA,40,60,60,40,NA,60,50,70,60,NA,100,50,40,30,70,NA,50,70,30,50,NA,40,50,50,40,NA,30,60,60,50,NA,50,50,70,50,20,NA,20,70,40,50,NA,60,50,40,20,NA,50,30,50,50,NA,50,40,70,70,NA,50,70,30,60,NA,50,40,40,40,NA,60,60,40,60,NA,60,60,30,60,NA,50,70,50,30,NA,50,50,50,50,NA,50,70,50,40,NA,1,1,0,0,1,0,1,1,0,0,1,0,4,0,2,6,NA,50,70,30,30,30,30,40,50,40,40,20,30,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
359,5,Gp124,1,16,1,159,58,31,1,2,NA,Carpenter,Trader,1,1,100,100,100,100,NA,100,100,60,100,NA,100,100,70,100,NA,100,100,100,60,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,90,NA,100,100,100,100,NA,70,100,100,100,100,NA,100,100,100,100,NA,100,100,80,90,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,80,NA,100,100,60,100,NA,30,100,100,100,100,NA,100,100,100,100,NA,100,100,100,80,NA,100,100,100,70,NA,50,50,50,80,70,NA,100,100,60,60,NA,100,100,60,100,NA,100,100,70,80,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,60,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,80,NA,100,100,100,100,NA,1,1,0,0,1,1,1,1,0,0,0,0,6,6,6,6,NA,100,100,100,100,100,100,100,100,50,50,50,100,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
360,5,Gp129,1,16,1,158,54,25,1,4,4,Developer,Cleaner,7,7,100,100,50,50,50,50,100,100,60,50,50,100,50,50,70,50,100,100,50,70,50,100,50,70,70,0,60,50,100,60,100,100,50,70,50,100,100,50,60,70,100,100,100,70,70,100,100,50,50,60,100,100,100,70,60,70,100,100,50,70,70,100,100,100,50,60,100,100,50,60,100,50,70,50,80,60,100,100,50,70,70,100,100,50,60,60,100,100,50,70,80,100,100,100,70,70,100,100,100,70,60,100,100,50,50,100,30,50,80,50,60,50,50,100,50,70,70,100,100,50,70,100,100,100,50,60,70,50,50,70,50,70,70,50,70,50,60,70,50,80,50,60,70,50,70,50,70,70,100,100,50,60,60,100,100,100,100,70,100,100,100,60,70,100,100,100,70,80,50,80,60,60,70,100,100,50,60,80,50,80,100,70,70,100,60,50,60,70,1,1,0,0,1,1,0,0,0,0,0,0,6,6,6,6,6,50,60,60,50,50,60,60,50,60,60,60,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
361,5,Gp142,1,15,1,157,43,28,1,NA,2,Engineering,Business woman,3,3,100,100,100,100,NA,100,50,50,100,NA,50,50,50,100,NA,50,50,50,100,NA,50,50,50,100,NA,50,50,50,100,NA,100,100,50,100,NA,100,50,50,100,NA,100,100,100,100,NA,100,50,100,80,NA,50,50,50,50,NA,70,50,50,50,100,NA,50,50,60,100,NA,100,50,50,100,NA,20,50,50,100,NA,50,100,40,100,NA,50,50,50,100,NA,100,100,50,100,NA,100,50,50,50,NA,100,100,100,100,NA,100,100,60,100,NA,30,100,50,50,50,NA,50,50,50,100,NA,100,50,50,100,NA,100,50,50,100,NA,50,50,50,50,100,NA,50,60,50,50,NA,100,50,100,100,NA,100,50,50,100,NA,100,100,100,100,NA,100,50,100,100,NA,100,100,60,100,NA,100,50,50,100,NA,100,100,50,100,NA,50,50,50,100,NA,100,100,50,100,NA,100,50,60,100,NA,1,1,0,0,1,1,0,0,1,1,0,0,6,6,6,0,NA,100,100,100,50,50,50,50,50,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
362,5,Gp144,1,13,1,164,63,28,1,1,1,Trader,Trader,7,7,100,100,100,100,NA,40,40,20,40,NA,50,50,50,50,NA,100,50,50,50,NA,20,50,50,100,NA,100,100,50,70,NA,100,70,100,100,NA,100,100,50,60,NA,50,100,100,100,NA,70,70,60,100,NA,50,50,100,50,NA,70,40,50,50,50,NA,40,50,60,60,NA,10,50,60,100,NA,50,50,50,100,NA,50,60,50,60,NA,20,60,50,100,NA,40,50,50,60,NA,10,40,60,50,NA,50,50,100,70,NA,30,30,50,100,NA,30,0,40,30,70,NA,30,50,50,70,NA,100,70,100,70,NA,100,70,60,80,NA,50,10,40,30,50,NA,10,30,30,30,NA,50,40,100,60,NA,70,40,50,70,NA,100,40,50,60,NA,100,100,100,50,NA,40,50,60,70,NA,100,100,100,80,NA,100,40,60,100,NA,30,60,60,90,NA,50,100,60,80,NA,100,80,100,90,NA,1,1,0,0,1,1,0,0,1,0,1,0,3,5,3,3,NA,100,70,60,60,50,60,80,100,70,80,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
363,5,Gp148,1,15,1,175,74,24,1,1,3,Trader,engineering,7,7,100,100,100,100,NA,100,100,100,80,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,90,100,NA,100,100,70,100,NA,100,100,100,70,NA,100,100,100,100,NA,100,80,100,90,NA,100,100,100,100,NA,100,100,100,100,NA,70,100,100,100,100,NA,100,100,80,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,70,100,NA,100,100,80,100,NA,100,100,100,100,NA,50,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,30,50,100,70,100,NA,70,100,80,70,NA,100,100,100,100,NA,100,100,100,100,NA,50,50,50,50,70,NA,50,100,50,70,NA,100,100,80,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,70,100,100,NA,100,100,70,100,NA,100,100,80,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,1,1,1,0,1,1,1,1,0,0,1,1,3,3,5,3,NA,100,100,100,100,100,100,100,100,50,100,100,100,100,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
364,5,Gp152,1,17,1,162,49,8,1,3,1,I don't know,Trader,7,7,100,70,60,70,60,70,60,70,80,60,60,60,60,80,60,90,70,80,70,70,80,70,70,70,40,50,50,80,80,60,90,70,90,80,50,70,60,80,60,70,80,70,70,80,70,90,70,70,80,70,80,60,70,100,60,70,90,50,70,80,60,90,70,70,100,60,70,70,80,70,50,90,70,60,70,50,90,70,80,80,50,90,70,80,70,60,90,80,70,70,60,50,70,80,70,60,90,60,70,100,60,90,60,70,100,60,30,50,60,70,50,70,60,60,60,80,60,60,70,70,90,50,70,70,80,80,60,50,60,70,80,80,60,70,70,80,100,60,70,70,80,100,60,80,70,80,70,60,70,80,70,100,60,70,70,80,90,60,60,70,70,100,60,100,90,70,100,50,80,70,80,100,60,70,70,80,90,60,80,80,70,80,60,70,60,70,80,60,1,1,0,0,0,1,1,1,1,1,0,0,5,5,5,5,3,50,60,60,60,70,70,70,70,60,20,40,40,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
365,5,Gp161,1,15,2,170,51,31,1,1,1,Businessman,trader,7,1,100,100,100,100,100,50,100,60,70,100,50,70,60,70,90,50,70,60,50,70,50,40,60,100,80,70,80,100,80,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,60,100,60,100,80,50,100,100,90,100,70,100,100,70,100,90,50,60,60,100,80,50,100,70,100,70,70,60,100,100,100,50,60,60,90,80,50,70,50,80,80,100,80,60,100,100,60,80,50,80,80,60,100,80,80,60,50,60,50,60,100,30,60,50,60,50,70,60,70,100,70,70,50,100,100,100,100,50,100,60,100,100,50,60,70,80,70,80,40,60,0,80,100,40,80,80,80,90,30,70,100,100,100,50,100,80,100,80,50,100,100,100,100,60,100,100,100,90,100,100,100,100,100,60,100,100,100,100,90,100,100,100,100,60,100,100,100,100,100,100,100,100,100,1,1,0,0,1,1,0,0,1,1,0,0,4,4,4,5,4,50,60,100,70,100,60,100,80,100,70,70,70,100,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
366,5,Gp166,1,15,2,159,62,30,1,1,1,Welder,Talior,1,1,100,100,NA,100,100,100,100,NA,70,40,50,100,NA,100,70,100,100,NA,60,80,100,100,NA,60,80,100,100,NA,50,60,100,100,NA,80,80,100,100,NA,80,70,100,100,NA,100,80,100,100,NA,70,50,100,100,NA,60,70,70,50,100,NA,100,50,100,100,NA,100,50,100,100,NA,60,70,100,100,NA,70,50,50,100,NA,100,80,50,100,NA,100,70,50,100,NA,100,80,50,100,NA,100,50,100,100,NA,100,80,100,100,NA,100,70,30,100,50,NA,90,70,50,100,NA,70,70,50,50,NA,70,60,50,100,NA,80,80,50,100,100,NA,70,80,50,100,NA,70,60,50,100,NA,80,80,50,100,NA,90,80,50,100,NA,80,80,50,100,NA,80,70,100,100,NA,100,70,100,100,NA,100,80,50,50,NA,80,70,50,100,NA,80,80,50,100,NA,70,70,50,100,NA,80,80,1,1,1,1,1,1,1,1,0,0,1,1,6,5,NA,1,1,50,100,100,100,100,50,100,100,50,50,100,100,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
367,5,Gp170,0,17,2,175,66,7,0,2,2,Police,Tailor,7,8,100,100,100,100,70,50,50,100,100,80,100,90,100,100,80,50,100,50,80,80,50,100,100,100,100,50,100,100,90,80,80,100,100,90,100,100,100,100,100,90,100,100,100,90,90,100,100,100,60,100,100,60,100,100,70,70,100,100,100,90,80,100,100,100,100,90,100,100,70,70,100,100,100,90,80,100,50,100,100,80,70,100,50,80,80,80,100,80,100,100,80,100,100,100,90,70,100,100,100,100,100,100,100,80,100,90,30,100,100,80,50,90,100,70,80,100,100,100,100,70,70,100,100,70,50,100,90,50,100,100,50,40,100,60,70,50,90,100,20,70,20,100,90,60,100,50,100,50,100,100,100,100,90,100,70,100,100,100,100,100,100,80,100,100,100,100,90,100,60,100,100,40,100,100,100,100,100,100,70,100,90,100,80,100,100,100,100,90,1,1,1,1,1,1,0,1,1,0,0,1,6,4,2,4,3,100,100,100,100,70,100,100,100,100,100,60,100,100,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sch3
